Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI
36.0,Female,71.0,1.63,188.0,127.0,62.0,0.75,402.0,Strength Training,33.0,2.2,3.0,Intermediate,26.6
49.0,Male,68.4,1.7,174.0,127.0,84.0,0.78,397.0,Aerobics,21.4,2.4,4.0,Intermediate,23.7
38.0,Male,86.1,1.93,183.0,153.0,75.0,0.5,391.0,Rowing,18.2,2.3,2.0,Beginner,23.0
32.0,Female,78.4,1.74,180.0,130.0,67.0,1.08,818.0,Cycling,32.4,2.8,3.0,Intermediate,26.0
40.0,Female,75.5,1.73,178.0,111.0,79.0,0.51,200.0,Pilates,30.6,2.5,2.0,Beginner,25.2
25.0,Female,73.6,1.64,201.0,159.0,68.0,0.63,425.0,Swimming,35.9,2.3,2.0,Beginner,27.5
49.0,Male,72.8,1.83,172.0,122.0,77.0,0.79,491.0,Swimming,11.8,2.3,2.0,Intermediate,21.7
36.0,Male,79.1,1.73,174.0,139.0,77.0,0.5,393.0,Basketball,21.4,2.3,3.0,Intermediate,26.3
38.0,Female,68.1,1.63,189.0,109.0,74.0,0.7,213.0,Pilates,30.8,2.3,4.0,Beginner,25.5
45.0,Male,97.1,1.79,180.0,137.0,74.0,0.64,474.0,Aerobics,29.8,3.1,3.0,Beginner,30.3
48.0,Male,69.2,1.76,181.0,112.0,72.0,0.66,231.0,Pilates,19.7,2.0,2.0,Beginner,22.4
42.0,Male,97.8,1.76,169.0,148.0,72.0,0.76,794.0,Running,30.3,2.7,2.0,Beginner,31.6
34.0,Female,81.7,1.64,188.0,137.0,73.0,0.6,340.0,Soccer,40.0,2.7,4.0,Beginner,30.4
18.0,Male,86.2,1.72,210.0,127.0,67.0,0.62,263.0,Pilates,22.0,2.3,2.0,Intermediate,29.0
30.0,Male,62.3,1.62,188.0,129.0,70.0,0.63,249.0,Basketball,14.5,2.2,4.0,Intermediate,25.3
33.0,Female,59.9,1.62,168.0,101.0,71.0,0.8,236.0,Walking,27.0,2.1,4.0,Intermediate,22.8
24.0,Male,75.9,1.62,193.0,141.0,82.0,0.66,326.0,Boxing,24.9,2.5,4.0,Beginner,28.8
34.0,Male,74.9,1.8,180.0,158.0,79.0,0.74,576.0,Running,20.6,2.3,3.0,Beginner,23.2
20.0,Female,68.5,1.65,195.0,133.0,75.0,0.83,372.0,Strength Training,25.5,2.3,5.0,Intermediate,25.2
22.0,Female,72.2,1.58,192.0,154.0,70.0,0.72,521.0,Basketball,32.2,2.2,4.0,Intermediate,28.8
38.0,Male,94.7,1.75,188.0,107.0,65.0,0.7,320.0,Pilates,27.1,2.7,3.0,Intermediate,31.0
19.0,Female,94.8,1.71,197.0,143.0,60.0,0.8,536.0,Soccer,34.7,2.6,3.0,Intermediate,32.4
31.0,Female,58.8,1.63,195.0,139.0,70.0,0.9,401.0,Strength Training,23.0,1.9,5.0,Intermediate,22.1
24.0,Male,80.9,1.79,205.0,157.0,68.0,0.71,461.0,Strength Training,20.9,2.5,3.0,Beginner,25.2
21.0,Female,59.7,1.7,202.0,135.0,77.0,0.56,200.0,Yoga,26.3,2.0,5.0,Beginner,20.8
52.0,Male,79.7,1.88,173.0,133.0,69.0,0.58,337.0,Boxing,19.0,2.4,3.0,Beginner,22.4
28.0,Female,64.8,1.69,197.0,157.0,70.0,1.07,788.0,Running,26.3,27.3,4.0,Intermediate,22.7
27.0,Female,96.0,1.75,183.0,124.0,65.0,0.77,558.0,Aerobics,38.8,2.6,3.0,Intermediate,31.4
52.0,Male,76.0,1.88,160.0,110.0,63.0,0.85,446.0,Soccer,14.4,2.2,4.0,Advanced,21.5
45.0,Female,72.6,1.55,174.0,103.0,64.0,0.85,294.0,Yoga,33.4,2.5,4.0,Advanced,30.2
25.0,Female,56.5,1.59,204.0,153.0,75.0,0.68,275.0,Strength Training,27.2,2.0,2.0,Beginner,22.3
23.0,Female,85.7,1.68,196.0,148.0,67.0,1.16,851.0,Swimming,37.4,2.9,3.0,Advanced,30.4
26.0,Male,75.4,1.72,193.0,170.0,80.0,0.5,379.0,Basketball,18.2,2.3,4.0,Beginner,25.5
48.0,Male,77.4,1.82,163.0,100.0,63.0,0.77,343.0,Walking,18.2,2.6,3.0,Intermediate,23.5
32.0,Male,61.0,1.76,196.0,128.0,71.0,0.66,211.0,Pilates,21.2,2.0,4.0,Beginner,19.7
32.0,Male,69.1,1.84,193.0,147.0,77.0,1.06,703.0,Swimming,14.9,2.2,2.0,Intermediate,20.5
32.0,Male,77.3,1.64,184.0,139.0,66.0,0.76,556.0,Cycling,23.3,2.3,3.0,Intermediate,28.8
18.0,Male,64.5,1.87,197.0,155.0,73.0,1.16,778.0,Running,6.5,2.5,3.0,Advanced,18.5
24.0,Male,73.5,1.71,197.0,170.0,71.0,0.68,551.0,Running,23.1,2.2,3.0,Beginner,25.0
33.0,Female,54.0,1.71,196.0,150.0,80.0,0.66,261.0,Aerobics,25.1,1.8,2.0,Beginner,18.5
51.0,Male,74.1,1.75,176.0,134.0,67.0,0.99,738.0,Cycling,17.7,2.3,5.0,Intermediate,24.2
42.0,Female,80.8,1.59,188.0,140.0,63.0,1.14,811.0,Rowing,39.7,2.6,4.0,Advanced,32.0
49.0,Male,103.3,1.84,166.0,105.0,80.0,0.54,281.0,Yoga,26.4,3.1,3.0,Beginner,30.6
21.0,Male,77.1,1.79,209.0,160.0,62.0,0.99,730.0,Running,11.6,2.7,4.0,Advanced,24.1
41.0,Male,73.8,1.69,187.0,150.0,77.0,0.71,456.0,Rowing,22.2,2.3,3.0,Beginner,25.8
46.0,Female,71.6,1.52,180.0,159.0,75.0,0.71,499.0,Running,39.8,2.3,3.0,Beginner,31.1
25.0,Male,95.8,1.83,188.0,151.0,76.0,0.5,499.0,Basketball,23.9,2.9,4.0,Beginner,28.7
41.0,Female,78.6,1.66,174.0,113.0,81.0,0.63,222.0,Yoga,36.3,2.2,3.0,Beginner,28.6
44.0,Male,82.2,1.83,169.0,140.0,73.0,0.63,580.0,Basketball,15.7,2.7,3.0,Advanced,24.6
36.0,Female,59.1,1.5,189.0,138.0,76.0,0.76,314.0,Strength Training,32.7,2.1,2.0,Beginner,26.3
37.0,Male,104.5,1.81,179.0,125.0,75.0,0.76,530.0,Soccer,28.9,3.2,3.0,Intermediate,31.7
47.0,Male,79.0,1.74,164.0,124.0,77.0,0.72,371.0,Strength Training,24.4,2.5,2.0,Beginner,26.0
53.0,Male,106.0,1.91,166.0,112.0,84.0,0.85,598.0,Tennis,25.2,3.0,4.0,Intermediate,29.1
18.0,Male,106.2,1.86,210.0,169.0,74.0,0.63,633.0,Cycling,24.0,2.7,2.0,Beginner,30.7
50.0,Male,80.2,1.78,174.0,125.0,65.0,0.95,592.0,Basketball,20.0,2.6,4.0,Advanced,25.3
39.0,Male,65.6,1.7,184.0,118.0,73.0,0.62,200.0,Yoga,20.5,2.2,4.0,Beginner,22.6
25.0,Female,83.7,1.66,190.0,132.0,58.0,0.88,556.0,Strength Training,31.3,2.3,3.0,Advanced,30.3
26.0,Female,61.9,1.62,188.0,156.0,87.0,0.5,318.0,HIIT,27.4,2.4,5.0,Beginner,23.6
27.0,Male,81.8,1.84,194.0,162.0,71.0,0.86,699.0,Cycling,19.4,2.8,2.0,Beginner,24.2
34.0,Male,101.6,1.82,183.0,140.0,73.0,0.57,559.0,Basketball,21.2,2.9,4.0,Intermediate,30.7
50.0,Male,73.6,1.74,165.0,118.0,65.0,0.63,454.0,Rowing,19.5,2.5,4.0,Intermediate,25.3
42.0,Male,72.1,1.83,173.0,143.0,63.0,0.54,402.0,HIIT,18.6,2.3,4.0,Intermediate,21.4
18.0,Male,83.4,1.67,200.0,145.0,70.0,0.69,451.0,Boxing,22.7,2.7,2.0,Beginner,30.0
30.0,Female,58.3,1.53,188.0,135.0,70.0,0.7,307.0,Soccer,30.2,2.1,3.0,Beginner,25.0
44.0,Male,72.5,1.93,177.0,135.0,74.0,1.23,838.0,Swimming,10.7,2.6,3.0,Advanced,19.5
24.0,Female,74.5,1.55,195.0,162.0,78.0,0.76,633.0,Running,38.7,29.9,3.0,Beginner,31.0
46.0,Non-binary,57.9,1.56,177.0,110.0,79.0,0.7,200.0,Yoga,21.4,2.0,2.0,Beginner,23.7
57.0,Female,49.3,1.62,160.0,134.0,67.0,0.87,435.0,Running,24.7,2.1,5.0,Intermediate,18.7
18.0,Female,88.6,1.74,208.0,123.0,60.0,0.75,315.0,Walking,31.0,2.4,4.0,Intermediate,29.1
35.0,Female,57.3,1.68,175.0,143.0,63.0,0.88,504.0,Basketball,18.0,2.2,4.0,Advanced,20.2
28.0,Male,89.1,1.88,182.0,133.0,72.0,0.7,422.0,Basketball,15.7,2.4,3.0,Intermediate,25.3
63.0,Male,64.2,1.73,163.0,117.0,68.0,0.94,454.0,Basketball,15.3,2.4,5.0,Advanced,21.4
26.0,Female,88.1,1.69,200.0,141.0,65.0,0.8,457.0,Soccer,33.2,2.5,4.0,Intermediate,30.8
18.0,Female,58.0,1.68,205.0,142.0,61.0,1.14,469.0,Strength Training,19.8,2.1,4.0,Advanced,20.6
33.0,Male,106.4,1.76,178.0,110.0,72.0,0.66,361.0,Pilates,30.7,3.0,3.0,Beginner,34.3
52.0,Male,65.6,1.65,169.0,118.0,71.0,0.72,340.0,Strength Training,23.1,29.9,2.0,Intermediate,24.0
34.0,Male,78.4,1.79,176.0,132.0,76.0,0.59,320.0,Tennis,20.1,2.3,4.0,Beginner,24.4
41.0,Female,53.0,1.69,179.0,140.0,71.0,0.95,475.0,Cycling,20.3,1.9,4.0,Intermediate,18.5
32.0,Female,59.5,1.56,194.0,169.0,78.0,0.57,387.0,Basketball,32.7,2.2,4.0,Beginner,24.3
22.0,Female,83.0,1.7,188.0,162.0,71.0,0.57,487.0,HIIT,31.7,2.3,3.0,Beginner,28.6
25.0,Male,66.4,1.7,198.0,125.0,76.0,0.52,200.0,Walking,16.5,2.2,3.0,Beginner,22.9
21.0,Male,80.7,1.85,189.0,164.0,79.0,0.52,464.0,Basketball,16.8,2.6,2.0,Beginner,23.7
26.0,Female,65.7,1.62,190.0,154.0,74.0,0.78,587.0,Running,29.6,2.4,4.0,Beginner,25.1
42.0,Male,73.0,1.82,169.0,114.0,78.0,0.95,522.0,Strength Training,14.9,2.3,2.0,Intermediate,22.0
50.0,Female,70.0,1.59,174.0,132.0,66.0,0.99,601.0,Cycling,31.2,2.2,5.0,Intermediate,27.6
26.0,Male,90.3,1.78,203.0,153.0,66.0,0.63,393.0,Tennis,25.9,2.6,4.0,Beginner,28.5
48.0,Male,84.1,1.78,164.0,135.0,74.0,0.5,483.0,HIIT,22.4,2.6,4.0,Beginner,26.4
35.0,Female,65.7,1.59,179.0,119.0,68.0,0.85,361.0,Soccer,30.6,2.0,4.0,Advanced,25.9
38.0,Male,72.8,1.87,189.0,139.0,71.0,0.65,311.0,Boxing,16.6,2.2,2.0,Beginner,20.8
40.0,Male,58.0,1.72,189.0,156.0,74.0,0.69,382.0,Running,14.2,2.0,3.0,Beginner,19.5
38.0,Male,101.5,1.81,173.0,133.0,72.0,0.5,352.0,Aerobics,27.5,3.0,3.0,Beginner,31.1
42.0,Male,80.4,1.84,183.0,115.0,71.0,0.51,226.0,Walking,19.9,2.6,3.0,Beginner,23.7
28.0,Male,85.7,1.82,190.0,125.0,79.0,0.72,278.0,Yoga,24.5,2.6,3.0,Beginner,25.8
40.0,Female,62.1,1.6,179.0,142.0,64.0,0.67,448.0,Basketball,28.5,2.3,3.0,Intermediate,24.3
18.0,Non-binary,52.6,1.61,209.0,155.0,80.0,0.64,240.0,Aerobics,19.3,2.0,3.0,Beginner,20.3
18.0,Female,82.0,1.83,204.0,155.0,77.0,0.56,341.0,Soccer,34.0,2.3,3.0,Beginner,24.6
57.0,Male,98.9,1.88,160.0,129.0,71.0,0.57,548.0,Rowing,26.9,2.7,3.0,Beginner,28.0
35.0,Female,69.6,1.59,188.0,133.0,75.0,0.69,370.0,Basketball,36.2,2.1,3.0,Beginner,27.6
32.0,Female,60.8,1.62,190.0,122.0,71.0,0.61,214.0,Walking,27.5,1.8,4.0,Beginner,23.3
30.0,Male,83.0,1.77,182.0,151.0,73.0,0.5,398.0,Basketball,20.0,2.6,2.0,Intermediate,26.5
56.0,Male,79.0,1.78,160.0,135.0,68.0,0.86,626.0,Swimming,24.3,2.6,4.0,Intermediate,24.9
48.0,Male,73.6,1.82,174.0,122.0,72.0,0.71,352.0,Soccer,17.5,2.2,3.0,Intermediate,22.1
54.0,Female,73.8,1.64,167.0,115.0,70.0,0.96,373.0,Basketball,23.3,1.9,5.0,Advanced,20.9
26.0,Male,104.5,1.83,186.0,107.0,65.0,0.85,449.0,Walking,27.2,3.2,3.0,Intermediate,31.3
28.0,Female,57.7,1.61,191.0,121.0,76.0,0.51,200.0,Pilates,26.3,1.7,2.0,Beginner,22.3
38.0,Male,107.6,1.9,181.0,138.0,66.0,0.84,775.0,Cycling,24.1,2.8,2.0,Intermediate,29.7
32.0,Female,75.0,1.63,178.0,135.0,74.0,0.55,402.0,HIIT,30.4,2.4,3.0,Intermediate,28.3
35.0,Male,95.8,1.79,195.0,139.0,80.0,0.89,550.0,Strength Training,21.7,3.1,4.0,Intermediate,29.9
28.0,Female,87.2,1.72,197.0,131.0,75.0,0.75,428.0,Basketball,36.9,2.6,3.0,Intermediate,29.5
20.0,Male,95.5,2.0,209.0,144.0,78.0,0.69,436.0,Soccer,16.6,2.7,3.0,Intermediate,23.9
38.0,Female,88.1,1.65,180.0,108.0,56.0,0.97,392.0,Pilates,24.4,2.8,4.0,Advanced,32.3
37.0,Male,95.8,1.81,187.0,142.0,77.0,0.7,652.0,HIIT,22.7,2.8,3.0,Intermediate,29.1
61.0,Female,58.2,1.77,187.0,131.0,64.0,0.77,428.0,Running,22.9,2.3,4.0,Intermediate,18.5
57.0,Female,49.4,1.6,162.0,109.0,66.0,0.81,262.0,Basketball,20.4,2.0,4.0,Advanced,19.4
31.0,Female,80.1,1.62,185.0,144.0,72.0,1.04,839.0,Swimming,39.7,2.4,4.0,Intermediate,30.6
39.0,Male,71.5,1.86,186.0,129.0,69.0,0.63,321.0,Basketball,17.5,2.1,4.0,Intermediate,20.8
19.0,Female,63.8,1.67,199.0,162.0,71.0,0.61,396.0,Swimming,27.1,2.4,2.0,Beginner,22.8
22.0,Male,84.9,1.79,202.0,154.0,62.0,0.87,749.0,Swimming,20.6,36.4,5.0,Intermediate,26.5
43.0,Male,54.3,1.63,168.0,114.0,75.0,0.58,200.0,Walking,17.0,2.0,2.0,Beginner,20.5
18.0,Female,71.4,1.61,200.0,160.0,69.0,0.71,444.0,Cycling,31.4,2.5,3.0,Beginner,27.4
37.0,Male,77.0,1.76,177.0,153.0,83.0,0.51,458.0,Basketball,25.4,2.4,3.0,Beginner,24.9
26.0,Female,69.1,1.75,202.0,168.0,74.0,0.91,597.0,Running,25.3,2.2,4.0,Intermediate,22.6
43.0,Male,86.9,1.84,181.0,133.0,76.0,0.66,394.0,Aerobics,18.1,2.7,2.0,Beginner,25.7
33.0,Female,56.5,1.64,186.0,129.0,73.0,0.64,254.0,Basketball,27.6,2.0,5.0,Intermediate,21.0
42.0,Female,77.2,1.75,169.0,128.0,81.0,0.52,301.0,Aerobics,36.2,2.4,2.0,Beginner,25.2
19.0,Male,63.8,1.55,192.0,115.0,60.0,0.75,217.0,Yoga,20.8,2.0,2.0,Intermediate,26.5
51.0,Female,76.4,1.71,170.0,130.0,71.0,1.03,822.0,Running,33.0,2.6,3.0,Intermediate,26.0
22.0,Male,88.0,1.7,193.0,164.0,67.0,0.56,511.0,HIIT,27.8,2.5,2.0,Beginner,30.5
28.0,Male,93.9,1.9,202.0,156.0,75.0,0.53,333.0,Basketball,20.5,2.9,5.0,Beginner,25.9
18.0,Female,90.0,1.78,206.0,162.0,69.0,0.71,470.0,Basketball,36.4,2.5,4.0,Beginner,28.4
30.0,Male,76.4,1.7,183.0,147.0,71.0,0.69,469.0,Rowing,20.1,2.6,3.0,Beginner,26.4
26.0,Non-binary,70.5,1.7,199.0,147.0,66.0,0.61,328.0,Aerobics,23.9,2.0,3.0,Beginner,24.4
31.0,Male,92.8,1.81,189.0,151.0,83.0,0.6,545.0,Rowing,26.4,2.6,2.0,Beginner,25.3
26.0,Female,48.6,1.59,187.0,135.0,78.0,0.5,239.0,Basketball,21.9,22.1,3.0,Beginner,19.3
18.0,Male,104.2,1.88,192.0,158.0,69.0,0.76,776.0,Swimming,23.2,2.9,4.0,Beginner,29.6
43.0,Male,73.2,1.89,179.0,106.0,70.0,0.62,236.0,Walking,14.7,2.1,2.0,Intermediate,20.5
33.0,Male,73.2,1.74,197.0,162.0,80.0,0.59,383.0,Cycling,27.2,2.4,3.0,Beginner,24.1
70.0,Male,77.4,1.68,160.0,106.0,69.0,0.82,412.0,Soccer,24.4,31.2,4.0,Intermediate,27.5
28.0,Non-binary,74.2,1.74,195.0,133.0,63.0,0.7,383.0,Tennis,24.5,2.3,4.0,Intermediate,24.4
28.0,Female,66.5,1.5,196.0,170.0,76.0,0.57,426.0,HIIT,38.4,2.1,5.0,Beginner,29.4
33.0,Male,70.6,1.74,178.0,137.0,78.0,0.7,473.0,Swimming,19.7,2.2,2.0,Beginner,23.3
38.0,Female,79.3,1.72,182.0,147.0,86.0,0.54,429.0,Rowing,37.7,2.5,3.0,Beginner,26.6
34.0,Female,65.9,1.56,182.0,144.0,61.0,0.79,554.0,HIIT,25.5,2.0,2.0,Advanced,27.2
18.0,Male,77.2,1.74,201.0,127.0,76.0,0.62,243.0,Yoga,18.0,2.2,5.0,Beginner,25.4
21.0,Male,88.0,1.8,204.0,159.0,72.0,0.6,407.0,Tennis,21.3,2.4,4.0,Beginner,25.3
41.0,Male,67.1,1.72,172.0,136.0,71.0,0.64,427.0,Basketball,14.3,2.3,4.0,Intermediate,22.6
25.0,Male,82.3,1.87,191.0,138.0,63.0,0.86,468.0,Basketball,15.6,2.4,4.0,Intermediate,23.4
59.0,Male,87.0,1.79,160.0,108.0,84.0,0.58,231.0,Pilates,27.6,2.7,3.0,Beginner,27.0
18.0,Female,57.2,1.65,193.0,140.0,65.0,0.62,240.0,Boxing,24.1,2.1,3.0,Intermediate,21.0
50.0,Female,59.2,1.53,176.0,128.0,82.0,0.81,362.0,Aerobics,32.1,1.9,4.0,Intermediate,25.2
36.0,Female,55.4,1.61,189.0,138.0,65.0,1.11,442.0,Basketball,21.3,2.2,5.0,Advanced,21.3
18.0,Male,69.7,1.82,205.0,128.0,72.0,0.67,209.0,Yoga,9.9,2.0,3.0,Beginner,21.1
50.0,Male,77.2,1.69,164.0,100.0,59.0,0.92,364.0,Yoga,20.7,2.4,5.0,Advanced,27.1
20.0,Female,68.9,1.65,194.0,145.0,75.0,0.77,370.0,Strength Training,36.8,2.4,2.0,Beginner,25.4
34.0,Male,100.5,1.85,188.0,146.0,76.0,0.72,487.0,Aerobics,28.2,2.9,3.0,Beginner,29.4
35.0,Male,77.2,1.73,195.0,158.0,77.0,0.53,462.0,HIIT,24.1,2.1,2.0,Beginner,25.9
36.0,Female,88.1,1.79,179.0,129.0,80.0,0.67,402.0,Basketball,32.7,2.6,2.0,Beginner,27.4
33.0,Female,56.5,1.65,192.0,143.0,74.0,0.86,403.0,Swimming,23.8,2.1,4.0,Intermediate,20.6
35.0,Female,70.3,1.55,191.0,135.0,61.0,1.26,621.0,Strength Training,29.0,2.6,4.0,Advanced,29.3
46.0,Male,75.0,1.79,172.0,120.0,71.0,0.76,439.0,Strength Training,19.1,2.4,3.0,Intermediate,23.5
24.0,Male,50.7,1.65,189.0,141.0,76.0,0.6,228.0,Aerobics,9.6,1.9,3.0,Beginner,18.5
28.0,Male,53.2,1.63,189.0,137.0,75.0,0.68,241.0,Strength Training,15.0,1.9,4.0,Beginner,20.1
34.0,Female,60.2,1.52,178.0,137.0,66.0,1.03,634.0,Cycling,31.1,2.2,4.0,Intermediate,26.0
31.0,Male,87.4,1.76,198.0,134.0,76.0,0.89,555.0,Basketball,19.0,2.6,5.0,Intermediate,28.1
41.0,Male,58.8,1.64,180.0,134.0,73.0,0.56,230.0,Soccer,17.1,1.9,2.0,Beginner,21.8
23.0,Male,65.3,1.88,200.0,155.0,71.0,0.84,478.0,Swimming,13.3,2.3,4.0,Beginner,18.5
37.0,Male,63.8,1.7,177.0,128.0,78.0,0.97,547.0,Cycling,15.6,2.4,3.0,Advanced,22.2
36.0,Male,96.3,1.8,182.0,157.0,73.0,0.82,760.0,Basketball,24.0,2.9,2.0,Beginner,29.9
33.0,Female,76.6,1.74,176.0,136.0,71.0,0.7,427.0,Soccer,31.7,31.2,2.0,Beginner,25.2
36.0,Female,61.8,1.64,194.0,159.0,71.0,0.9,601.0,Basketball,25.1,2.3,4.0,Advanced,22.9
32.0,Female,69.7,1.56,196.0,170.0,71.0,0.7,468.0,Running,37.4,2.3,3.0,Beginner,28.7
23.0,Female,78.7,1.69,192.0,156.0,70.0,0.51,413.0,Rowing,35.7,2.5,3.0,Beginner,27.7
30.0,Female,70.2,1.52,184.0,132.0,77.0,0.63,318.0,Basketball,40.0,31.2,3.0,Beginner,30.4
30.0,Female,50.2,1.65,195.0,113.0,65.0,0.69,200.0,Walking,17.9,2.0,4.0,Intermediate,18.5
40.0,Female,64.8,1.59,185.0,123.0,63.0,0.65,271.0,Basketball,29.5,2.1,4.0,Intermediate,25.8
34.0,Male,85.6,1.77,188.0,143.0,66.0,0.55,530.0,HIIT,18.6,2.4,4.0,Intermediate,27.3
18.0,Non-binary,64.3,1.69,201.0,161.0,64.0,0.63,388.0,HIIT,18.1,2.0,2.0,Intermediate,22.6
67.0,Female,50.0,1.64,160.0,135.0,69.0,0.77,200.0,Yoga,22.7,1.8,3.0,Intermediate,18.5
55.0,Female,68.3,1.69,175.0,117.0,73.0,0.68,296.0,Tennis,27.0,2.2,4.0,Intermediate,23.9
18.0,Male,64.9,1.82,209.0,164.0,71.0,0.66,361.0,Rowing,11.1,2.0,4.0,Intermediate,19.6
23.0,Female,77.7,1.72,198.0,155.0,65.0,0.94,832.0,Running,30.6,2.4,3.0,Intermediate,26.2
21.0,Female,76.9,1.77,190.0,134.0,61.0,0.85,495.0,Tennis,26.2,2.6,3.0,Intermediate,24.6
35.0,Male,82.8,1.81,182.0,110.0,72.0,0.77,285.0,Yoga,22.5,2.3,4.0,Intermediate,25.1
29.0,Male,94.3,1.81,197.0,152.0,74.0,0.66,668.0,Basketball,21.2,2.6,3.0,Intermediate,25.3
49.0,Female,61.3,1.68,162.0,101.0,84.0,0.5,200.0,Yoga,26.9,2.1,2.0,Beginner,21.8
18.0,Male,85.5,1.69,193.0,159.0,70.0,0.58,428.0,Swimming,28.8,2.4,3.0,Beginner,30.0
