Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI
32.0,Male,93.0,1.73,197.0,143.0,68.0,0.74,494.0,Basketball,27.8,2.7,4.0,Intermediate,31.0
28.0,Female,67.9,1.67,190.0,132.0,66.0,0.84,375.0,Boxing,28.3,2.3,4.0,Intermediate,24.5
19.0,Male,77.2,1.71,191.0,133.0,66.0,0.72,432.0,Soccer,16.9,2.4,3.0,Intermediate,26.6
28.0,Male,79.1,1.75,197.0,131.0,65.0,0.66,355.0,Soscer,21.0,2.4,3.0,Intermediate,25.8
65.0,Female,55.4,1.58,160.0,109.0,68.0,,433.0,Boxing,23.3,2.0,5.0,Advanced,22.1
47.0,Female,82.8,1.75,175.0,118.0,75.0,0.57,281.0,Walking,37.6,28.6,4.0,Beginner,27.1
25.0,Female,48.2,1.61,190.0,139.0,78.0,0.63,215.0,Tennis,22.6,2.0,5.0,Beginner,18.5
27.0,Female,2097.2000000000003,1.67,188.0,134.0,60.0,0.97,542.0,Boxing,30.1,2.3,462.0,Advanced,26.9
39.0,Female,2315.6,1.67,179.0,108.0,70.0,0.77,363.0,Walking,37.8,2.6,3.0,Intermediate,29.8
42.0,Female,74.8,1.68,181.0,142.0,68.0,0.53,278.0,Basketball,35.2,2.5,231.0,Beginner,26.6
60.0,Non-binary,66.5,,168.0,103.0,77.0,0.69,253.0,Waokinj,21.8,2.3,3.0,Beginner,21.5
18.0,Female,72.7,1.68,201.0,145.0,71.0,0.53,260.0,Strength Training,32.0,2.2,3.0,Beginner,25.8
19.0,Female,49.9,1.53,197.0,152.0,62.0,0.69,330.0,HIIT,26.2,1.9,4.0,Intermediate,21.3
42.0,Female,53.8,1.7,171.0,115.0,82.0,0.54,200.0,Pilates,26.2,1.8,3.0,Beginner,18.5
25.0,Female,58.5,1.53,197.0,164.0,69.0,0.5,335.0,CrossFit,27.7,2.0,3.0,Baginneh,24.9
31.0,Male,82.3,1.81,193.0,4620.0,58.0,0.76,605.0,CrossFit,13.6,2.5,4.0,Advanced,25.0
20.0,Female,45.7,1.57,191.0,154.0,60.0,,355.0,CrossFit,,1.6,4.0,Advanced,18.5
74.0,Female,49.8,1.55,160.0,109.0,78.0,0.8,8100.0,Boxing,30.6,1.9,5.0,Intermediate,20.8
35.0,Male,85.3,1.82,183.0,116.0,81.0,0.58,243.0,Pilates,22.9,2.3,5.0,Beginner,25.8
30.0,Femaly,51.3,1.54,182.0,134.0,85.0,0.55,200.0,Basketball,27.8,1.7,2.0,Beginner,21.6
54.0,Female,80.7,1.65,166.0,144.0,83.0,0.57,491.0,HIIT,40.0,2.4,4.0,Beginner,29.7
43.0,Female,81.4,1.59,174.0,133.0,66.0,0.57,481.0,CrossFit,39.7,2.6,6.0,Intermediate,32.0
19.0,Female,,1.69,193.0,110.0,67.0,0.62,221.0,Yoga,25.6,2.3,4.0,Intermediate,24.4
33.0,Female,79.3,1.58,195.0,148.0,68.0,0.9,681.0,Rowing,39.9,2.7,3.0,Intermediate,31.7
50.0,Male,77.9,1.72,165.0,126.0,76.0,0.72,447.0,Tennis,21.1,2.4,5.0,Beginner,26.4
28.0,Male,78.6,1.74,198.0,153.0,68.0,1.0,800.0,Rowing,14.7,,3.0,Advanced,26.0
18.0,Male,67.1,1.86,193.0,131.0,68.0,0.86,403.0,Tennis,12.5,2.2,6.0,Advanced,19.4
18.0,Female,75.7,1.64,195.0,140.0,,0.52,264.0,Soccer,35.0,2.2,2.0,Beginner,28.1
31.0,Female,65.8,75.67,187.0,134.0,80.0,0.51,239.0,Boxing,34.4,2.2,3.0,Beginner,25.5
30.0,Female,55.7,1.67,196.0,164.0,69.0,0.5,314.0,HIIT,23.5,1.9,4.0,Beginner,19.9
41.0,Male,90.3,1.74,182.0,134.0,75.0,0.58,392.0,Soccer,28.1,2.6,3.0,Beginner,29.7
34.0,Male,89.3,81.78,190.0,136.0,76.0,0.64,442.0,Strengthpgraining,27.6,2.5,3.0,Beginner,29.6
41.0,Male,74.9,1.79,172.0,126.0,76.0,0.66,390.0,Boxing,19.0,2.3,2.0,Begiwnpr,23.3
37.0,Male,81.8,1.86,180.0,3000.0,59.0,1.03,429.0,Pilates,10.2,2.4,5.0,Professional,23.6
18.0,Female,98.7,1.75,210.0,146.0,67.0,0.84,536.0,Basketball,40.0,3.0,4.0,Intermediate,32.4
28.0,Male,94.9,1.88,189.0,144.0,66.0,0.98,876.0,Cycling,20.6,2.6,4.0,Intermediate,26.8
36.0,Female,71.0,1.63,188.0,127.0,62.0,0.75,402.0,Strength Training,33.0,2.2,3.0,Intermediate,26.6
3280.0,Male,77.4,1.8,173.0,127.0,70.0,0.94,643.0,Cycling,18.7,2.4,4.0,Intermediate,23.9
49.0,Male,68.4,1.7,174.0,127.0,84.0,0.78,397.0,Aerobics,21.4,2.4,4.0,Intermediate,23.7
38.0,Male,86.1,1.93,183.0,153.0,75.0,0.5,391.0,Rowing,18.2,2.3,2.0,Beginner,23.0
32.0,Female,78.4,1.74,180.0,130.0,67.0,1.08,818.0,Cycling,32.4,2.8,3.0,Intermediate,26.0
40.0,Fbmile,75.5,1.73,178.0,111.0,79.0,0.51,200.0,Pilates,30.6,2.5,2.0,Beginner,25.2
25.0,Female,73.6,1.64,201.0,159.0,68.0,0.63,425.0,Swimming,35.9,2.3,2.0,Beginner,27.5
49.0,Male,72.8,1.83,172.0,122.0,77.0,0.79,491.0,Swimming,11.8,2.3,2.0,Intermediate,21.7
36.0,Male,79.1,1.73,174.0,139.0,77.0,0.5,393.0,CroskFib,21.4,2.3,3.0,Intermediate,26.3
38.0,Female,68.1,1.63,189.0,109.0,74.0,0.7,213.0,Pilates,30.8,2.3,,,25.5
45.0,Male,97.1,1.79,180.0,137.0,74.0,0.64,474.0,Aerobics,29.8,3.1,3.0,Beginner,30.3
48.0,Male,69.2,1.76,181.0,112.0,72.0,0.66,231.0,Pilates,19.7,2.0,2.0,Beginner,22.4
80.0,Male,72.6,1.8,160.0,129.0,78.0,0.57,418.0,HIIT,20.6,2.1,3.0,Interqediatv,22.5
23.0,Male,101.5,83.19,206.0,156.0,56.0,1.05,1000.0,Swimming,23.1,2.7,4.0,Advanced,32.4
42.0,Male,97.8,1.76,169.0,148.0,72.0,0.76,794.0,Running,30.3,2.7,2.0,Beginner,31.6
34.0,Femaqo,81.7,1.64,188.0,137.0,73.0,0.6,340.0,Soccer,40.0,2.7,4.0,Beginner,30.4
48.0,,102.0,1.79,169.0,132.0,58.0,0.85,930.0,CrossFit,23.9,3.1,5.0,Professional,31.9
18.0,Male,86.2,1.72,210.0,127.0,67.0,0.62,263.0,Pilates,22.0,2.3,2.0,Intermediate,29.0
30.0,Male,62.3,1.62,188.0,129.0,70.0,0.63,249.0,Basketball,14.5,2.2,4.0,Intermediate,
28.0,Male,73.7,1.71,201.0,4440.0,83.0,7.5,285.0,Soccer,22.5,2.4,,Beginner,25.1
,Femawj,59.9,1.62,168.0,101.0,71.0,0.8,236.0,Walking,27.0,2.1,4.0,Intermediate,22.8
24.0,Male,75.9,1.62,193.0,141.0,82.0,0.66,326.0,Boxing,24.9,2.5,4.0,Beginner,28.8
34.0,Male,74.9,1.8,180.0,158.0,79.0,0.74,576.0,Running,20.6,2.3,3.0,Beginner,23.2
20.0,Female,68.5,1.65,195.0,133.0,75.0,0.83,372.0,Strength Training,25.5,2.3,5.0,Intermediate,25.2
36.0,Female,60.9,73.79,184.0,150.0,5742.0,18.45,849.0,Running,24.8,2.1,7.0,Advanced,24.8
22.0,Female,72.2,1.58,192.0,154.0,70.0,0.72,521.0,CrossFit,32.2,2.2,4.0,Intermediate,28.8
38.0,Male,94.7,1.75,188.0,107.0,65.0,0.7,320.0,Pilates,27.1,2.7,3.0,Intermediate,31.0
19.0,Female,94.8,1.71,197.0,143.0,60.0,0.8,536.0,Soccer,34.7,2.6,3.0,Intermediate,32.4
31.0,Female,58.8,1.63,195.0,139.0,70.0,0.9,401.0,Strength Training,23.0,1.9,5.0,Igteryediate,22.1
24.0,Male,80.9,1.79,205.0,157.0,68.0,0.71,461.0,Strength Training,20.9,2.5,3.0,Beginner,25.2
21.0,Female,59.7,1.7,202.0,135.0,77.0,0.56,200.0,Yoga,26.3,2.0,5.0,Beginner,20.8
52.0,Male,79.7,1.88,173.0,133.0,69.0,0.58,337.0,Boxing,19.0,2.4,3.0,Beginner,22.4
28.0,Femfse,64.8,1.69,197.0,157.0,70.0,1.07,788.0,Running,26.3,27.3,4.0,Intermediate,22.7
27.0,Female,96.0,1.75,183.0,124.0,65.0,0.77,558.0,Aerobics,38.8,2.6,3.0,Intermediate,31.4
52.0,Male,76.0,1.88,160.0,110.0,63.0,0.85,446.0,Soccer,14.4,2.2,4.0,Advanced,21.5
45.0,Female,72.6,1.55,174.0,103.0,64.0,0.85,294.0,Yoga,33.4,2.5,4.0,Advanced,30.2
25.0,Female,56.5,1.59,204.0,153.0,75.0,0.68,275.0,Strength Training,27.2,2.0,2.0,Beginner,22.3
23.0,Female,85.7,1.68,196.0,148.0,67.0,1.16,851.0,Swimming,37.4,2.9,3.0,Advanced,30.4
78.0,Male,63.5,86.95,160.0,118.0,77.0,0.53,260.0,Boxing,16.3,2.1,4.0,Beginner,18.6
26.0,kale,75.4,1.72,193.0,170.0,80.0,0.5,379.0,CrossFit,18.2,2.3,4.0,Beginner,25.5
48.0,Male,77.4,1.82,163.0,100.0,63.0,0.77,343.0,Walhing,18.2,2.6,3.0,Intermediate,23.5
32.0,Male,61.0,1.76,196.0,128.0,71.0,0.66,211.0,Pilates,21.2,2.0,4.0,Beginner,19.7
32.0,Male,69.1,1.84,193.0,147.0,77.0,1.06,703.0,Swimmizw,14.9,2.2,2.0,Intermediate,20.5
34.0,Femabe,90.5,1.65,182.0,140.0,5046.0,1.02,929.0,Cycling,32.9,2.5,6.0,Advanced,33.3
32.0,Male,77.3,1.64,184.0,139.0,66.0,0.76,556.0,Cycling,23.3,2.3,3.0,Intermediate,28.8
18.0,Male,64.5,1.87,197.0,155.0,73.0,1.16,778.0,Running,6.5,2.5,3.0,Advanced,18.5
25.0,Female,52.0,1.54,193.0,137.0,58.0,1.57,851.0,Running,18.2,2.4,6.0,Professional,416.09999999999997
24.0,Male,73.5,1.71,197.0,170.0,71.0,0.68,551.0,Running,23.1,2.2,3.0,Beginner,25.0
27.0,Male,2018.7999999999997,1.64,200.0,159.0,75.0,0.8,542.0,Swimming,22.5,2.2,2.0,Beginner,26.7
33.0,Female,54.0,1.71,196.0,150.0,80.0,0.66,261.0,Aerobics,25.1,1.8,2.0,Beginner,18.5
51.0,pale,74.1,1.75,176.0,134.0,67.0,0.99,738.0,Cycling,17.7,2.3,5.0,Intermediate,24.2
42.0,Female,80.8,1.59,188.0,140.0,63.0,1.14,811.0,Rowing,39.7,2.6,4.0,Advanced,32.0
2720.0,Male,85.2,1.84,181.0,131.0,67.0,0.83,527.0,Tennis,16.6,2.6,3.0,Intermediate,25.2
49.0,Male,103.3,1.84,166.0,105.0,80.0,0.54,281.0,Yoga,26.4,3.1,3.0,Beginner,30.6
21.0,Male,77.1,1.79,209.0,160.0,62.0,0.99,730.0,Running,11.6,2.7,4.0,Advanced,24.1
41.0,Male,73.8,1.69,187.0,150.0,77.0,0.71,456.0,Rowing,22.2,2.3,3.0,Beginner,25.8
22.0,Male,51.4,1.67,203.0,145.0,72.0,8.4,203.0,Soccer,11.2,1.9,5.0,Beginner,18.5
46.0,Female,71.6,1.52,180.0,159.0,75.0,0.71,499.0,Running,39.8,2.3,3.0,Beginner,31.1
30.0,Male,77.1,1.71,198.0,122.0,55.0,1.1,632.0,Strength Training,18.9,2.4,6.0,Professional,26.2
25.0,Male,95.8,1.83,188.0,151.0,76.0,0.5,499.0,CrossFit,23.9,2.9,4.0,Beginner,28.7
1440.0,Non-binary,55.5,1.63,203.0,165.0,60.0,0.81,494.0,CrossFit,16.2,2.1,3.0,Advanced,21.0
41.0,Female,78.6,1.66,174.0,113.0,81.0,0.63,222.0,Yoga,36.3,2.2,3.0,Beginner,28.6
54.0,Male,92.2,1.77,160.0,131.0,66.0,1.29,1000.0,Running,23.8,3.2,4.0,Advanced,29.4
20.0,Male,79.5,1.68,197.0,164.0,65.0,1.03,925.0,Running,18.6,2.4,6.0,Intermediate,533.9
44.0,Male,82.2,1.83,169.0,140.0,73.0,0.63,580.0,CrossFit,15.7,2.7,3.0,Advanced,24.6
36.0,Female,59.1,1.5,189.0,138.0,76.0,0.76,314.0,Strength Training,32.7,2.1,2.0,Beginner,26.3
22.0,Male,97.6,1.75,204.0,137.0,62.0,0.73,520.0,Tennis,25.5,2.6,6.0,Intermediate,32.0
37.0,Male,104.5,1.81,179.0,125.0,75.0,0.76,530.0,Soccer,28.9,3.2,3.0,Intermediate,31.7
47.0,Male,79.0,1.74,164.0,124.0,77.0,0.72,371.0,Strength Training,24.4,2.5,2.0,Beginner,26.0
53.0,Male,106.0,1.91,166.0,112.0,84.0,0.85,598.0,Tennis,25.2,3.0,4.0,Intermediate,29.1
1440.0,Female,83.0,1.71,204.0,157.0,67.0,0.62,356.0,Aerobics,33.6,2.4,2.0,Beginner,28.5
37.0,Male,2923.2000000000003,1.96,176.0,135.0,68.0,0.87,905.0,HIIT,21.1,3.0,4.0,Advanced,27.1
18.0,Male,106.2,1.86,210.0,169.0,74.0,0.63,633.0,Cycling,24.0,2.7,2.0,Beginner,30.7
50.0,Male,80.2,1.78,174.0,125.0,65.0,0.95,592.0,Basketball,20.0,2.6,4.0,Advanced,25.3
39.0,Male,65.6,1.7,184.0,118.0,73.0,0.62,200.0,Yoga,20.5,2.2,4.0,Beginner,22.6
25.0,Female,83.7,1.66,190.0,132.0,58.0,0.88,556.0,Strength Training,31.3,2.3,3.0,Advanced,30.3
26.0,Female,61.9,1.62,188.0,156.0,87.0,0.5,318.0,HIdx,27.4,,5.0,Beginner,23.6
27.0,Male,81.8,1.84,194.0,162.0,71.0,0.86,699.0,Cycling,19.4,2.8,2.0,Beginner,24.2
34.0,Male,101.6,1.82,183.0,140.0,73.0,0.57,559.0,CrossFit,21.2,2.9,4.0,Intermediate,30.7
50.0,Male,73.6,1.74,165.0,118.0,65.0,0.63,454.0,Rowing,19.5,2.5,4.0,Intermediate,
26.0,Male,63.9,1.66,192.0,144.0,70.0,1.34,736.0,Cycling,13.2,2.1,385.0,Advanced,23.3
42.0,Male,72.1,1.83,173.0,143.0,63.0,0.54,402.0,HIIT,18.6,2.3,4.0,Intermediate,21.4
80.0,Female,90.7,1.61,160.0,115.0,64.0,1.2,1000.0,Cycling,40.0,3.0,4.0,Advanced,35.0
18.0,Male,83.4,1.67,200.0,145.0,70.0,0.69,451.0,Boxing,22.7,2.7,2.0,Beginner,30.0
30.0,Female,58.3,1.53,188.0,135.0,70.0,0.7,307.0,Soccer,30.2,2.1,3.0,Beginner,25.0
44.0,Male,72.5,1.93,177.0,135.0,74.0,1.23,838.0,Swimming,10.7,2.6,3.0,Advanced,19.5
18.0,Female,76.3,1.53,208.0,151.0,,0.98,720.0,Cycling,37.9,2.3,6.0,Advanced,32.7
24.0,Female,74.5,1.55,195.0,162.0,78.0,0.76,633.0,Running,38.7,29.9,3.0,Beginner,31.0
46.0,Non-binary,57.9,1.56,177.0,110.0,79.0,0.7,200.0,Yoga,21.4,2.0,2.0,Beginner,23.7
57.0,Female,49.3,1.62,160.0,134.0,67.0,0.87,435.0,Running,24.7,2.1,5.0,Intermediate,18.7
18.0,Female,88.6,1.74,208.0,123.0,60.0,0.75,315.0,Walking,31.0,2.4,4.0,Intermediate,29.1
18.0,Female,76.2,1.63,197.0,170.0,77.0,0.5,395.0,CrossFit,3276.0,2.6,3.0,Beginner,28.6
30.0,Male,105.1,1.97,198.0,118.0,69.0,0.84,462.0,Pilates,20.5,3.0,6.0,Advanced,27.2
37.0,Male,82.3,1.75,192.0,137.0,71.0,1.39,1000.0,Cycling,18.5,2.5,5.0,Advanced,27.0
35.0,Female,57.3,1.68,175.0,143.0,63.0,0.88,504.0,CrossFit,18.0,2.2,4.0,Advanced,20.2
28.0,Male,89.1,1.88,182.0,133.0,72.0,0.7,422.0,Basketball,15.7,2.4,3.0,Intermediate,25.3
63.0,Male,64.2,1.73,163.0,117.0,68.0,0.94,454.0,Basketball,15.3,2.4,5.0,Advanced,21.4
26.0,Female,88.1,1.69,200.0,141.0,65.0,0.8,457.0,Soccer,33.2,2.5,4.0,Intermediate,30.8
37.0,Female,66.2,1.57,13464.0,153.0,78.0,0.78,508.0,Running,36.9,2.5,2.0,Beginner,26.8
18.0,Female,58.0,1.68,205.0,142.0,61.0,1.14,469.0,Strength Training,19.8,2.1,4.0,Advanced,20.6
30.0,Male,97.4,1.81,190.0,151.0,59.0,1.24,1000.0,Running,22.0,39.0,5.0,Advanced,566.2
,Male,106.4,1.76,178.0,110.0,72.0,0.66,361.0,Pilates,30.7,3.0,3.0,Beginner,34.3
52.0,Male,65.6,1.65,169.0,118.0,71.0,0.72,340.0,Strengtw Training,23.1,29.9,2.0,Intermediate,24.0
34.0,Male,78.4,1.79,176.0,132.0,76.0,0.59,320.0,Tennis,20.1,2.3,4.0,Beginner,24.4
41.0,Female,53.0,1.69,179.0,140.0,71.0,0.95,475.0,Cycling,20.3,1.9,4.0,Intermediate,18.5
19.0,Female,65.3,1.61,202.0,4320.0,79.0,0.53,229.0,Tennis,,,2.0,Beginner,25.3
32.0,Female,59.5,1.56,194.0,169.0,78.0,0.57,387.0,cIIl,32.7,2.2,4.0,Beginner,24.3
22.0,Female,83.0,1.7,188.0,162.0,,0.57,487.0,HIIT,31.7,2.3,3.0,Beginner,28.6
25.0,Male,66.4,1.7,198.0,125.0,76.0,0.52,200.0,Walking,16.5,2.2,3.0,Beginner,22.9
20.0,Female,85.0,1.71,195.0,152.0,79.0,0.58,489.0,Cycling,35.0,2.3,2.0,Beginner,554.8
36.0,Female,72.1,1.63,181.0,132.0,61.0,0.68,379.0,Basketball,2853.0,,4.0,Intermediate,27.3
20.0,Male,65.4,1.82,193.0,164.0,81.0,0.5,10020.0,CrossFit,11.2,2.2,3.0,Beginner,19.6
80.0,Female,73.5,1.67,160.0,135.0,80.0,0.61,486.0,Running,38.7,2.3,3.0,Beginner,26.4
51.0,Male,86.5,1.8,173.0,134.0,,1.39,1000.0,Running,18.4,3.1,6.0,Advanced,26.8
21.0,Male,80.7,1.85,189.0,164.0,79.0,0.52,464.0,CrossFit,16.8,2.6,2.0,Beginner,23.7
26.0,Female,65.7,1.62,190.0,154.0,74.0,0.78,587.0,Running,29.6,2.4,4.0,Beginner,25.1
42.0,Male,73.0,1.82,169.0,114.0,78.0,0.95,522.0,Strength Training,14.9,2.3,2.0,Interseziate,22.0
50.0,Female,70.0,1.59,174.0,132.0,66.0,0.99,601.0,Cycling,31.2,2.2,5.0,Intermediate,27.6
36.0,Male,93.9,1.81,191.0,131.0,70.0,0.84,520.0,Strength Training,2160.0,2.6,,Intermediate,28.8
3600.0,Fbmale,68.6,1.64,165.0,128.0,62.0,0.93,623.0,Swimming,31.7,2.3,5.0,Intermediate,25.7
26.0,Male,90.3,1.78,203.0,153.0,66.0,0.63,393.0,Tennis,25.9,2.6,4.0,Beginner,28.5
48.0,Male,84.1,1.78,164.0,135.0,74.0,0.5,483.0,HIIT,22.4,2.6,4.0,Beginner,26.4
72.0,Male,75.3,1.79,160.0,107.0,69.0,0.81,457.0,Strength Tdajning,19.6,2.4,4.0,Intermediate,23.5
35.0,Female,65.7,1.59,179.0,119.0,68.0,0.85,361.0,Soccer,30.6,2.0,4.0,Advanced,25.9
38.0,Male,72.8,1.87,189.0,139.0,71.0,0.65,311.0,Boxing,16.6,2.2,2.0,Beginner,20.8
42.0,Female,68.9,1.77,171.0,122.0,71.0,0.91,629.0,Swimming,28.5,2.5,6.0,Intermediate,22.0
36.0,Male,2063.6,1.87,180.0,136.0,75.0,0.51,262.0,Aerobics,15.3,2.4,4.0,Beginner,21.1
40.0,Male,58.0,1.72,189.0,156.0,74.0,0.69,382.0,Running,14.2,2.0,3.0,Beginner,19.5
38.0,Male,101.5,1.81,173.0,133.0,72.0,0.5,352.0,Aerobics,27.5,3.0,3.0,Beginner,31.1
42.0,Male,80.4,1.84,183.0,115.0,71.0,0.51,226.0,Walking,19.9,2.6,3.0,Beginner,23.7
20.0,Male,75.1,1.8,201.0,119.0,70.0,12.9,319.0,Pilates,17.8,2.4,2.0,Inteniediate,23.3
40.0,Male,79.5,1.82,182.0,148.0,73.0,0.75,568.0,HIIT,15.1,2.3,6.0,Advanced,23.9
40.0,Female,56.2,1.61,189.0,116.0,55.0,0.95,360.0,fasketbalg,21.8,1.8,7.0,Professional,21.7
28.0,Male,85.7,1.82,190.0,125.0,79.0,0.72,278.0,Yoga,24.5,2.6,3.0,Beginner,25.8
40.0,Female,62.1,1.6,179.0,142.0,64.0,0.67,448.0,CrossFit,28.5,2.3,3.0,Intermediate,24.3
25.0,Female,58.7,1.55,13608.0,145.0,64.0,0.55,252.0,Boxing,36.0,2.0,2.0,Beginner,24.4
18.0,Non-binary,52.6,1.61,209.0,155.0,80.0,0.64,240.0,Aerobics,19.3,2.0,3.0,Beginner,20.3
18.0,Female,82.0,1.83,204.0,155.0,77.0,0.56,341.0,Soccer,34.0,2.3,3.0,Beginner,24.6
57.0,Male,98.9,1.88,160.0,129.0,71.0,0.57,548.0,Rowing,26.9,2.7,3.0,Beginner,28.0
35.0,Female,69.6,1.59,188.0,133.0,75.0,0.69,370.0,Basketball,36.2,2.1,3.0,,27.6
18.0,xon-binary,69.3,1.62,207.0,151.0,71.0,0.74,337.0,Stgcngth Training,26.0,2.4,231.0,Beginner,26.6
32.0,Female,60.8,1.62,190.0,122.0,71.0,0.61,214.0,Walkono,27.5,1.8,4.0,Beginner,23.3
30.0,,83.0,1.77,182.0,151.0,73.0,0.5,398.0,CrossFit,20.0,2.6,2.0,Intermediate,26.5
26.0,Male,82.9,1.84,185.0,127.0,66.0,0.87,472.0,Soccer,14.8,2.7,5.0,Advanced,463.59999999999997
56.0,Male,79.0,1.78,160.0,,68.0,0.86,626.0,Swimming,24.3,2.6,4.0,Intermediate,24.9
48.0,Male,73.6,1.82,174.0,122.0,72.0,0.71,352.0,Soccer,17.5,2.2,3.0,Intermediate,22.1
54.0,Female,,1.64,167.0,115.0,70.0,0.96,373.0,Basketball,23.3,1.9,5.0,Advanced,20.9
26.0,Male,104.5,1.83,186.0,107.0,65.0,0.85,449.0,Walking,27.2,3.2,3.0,Intermediate,31.3
28.0,Female,57.7,1.61,191.0,121.0,76.0,0.51,200.0,Pilates,26.3,1.7,2.0,Beginner,22.3
38.0,Male,107.6,1.9,181.0,138.0,66.0,0.84,775.0,Cycling,24.1,2.8,2.0,Intermediate,29.7
40.0,Male,67.3,1.61,185.0,134.0,60.0,1.38,933.0,Swimming,18.1,2.6,5.0,Advanced,25.9
32.0,Female,75.0,1.63,178.0,135.0,74.0,0.55,402.0,HqIo,30.4,2.4,3.0,Intermediate,28.3
35.0,Male,95.8,1.79,195.0,139.0,80.0,0.89,550.0,Strength Training,21.7,3.1,4.0,Intermediate,29.9
28.0,Female,87.2,1.72,197.0,131.0,75.0,0.75,428.0,Basketball,36.9,2.6,3.0,Intermediate,29.5
20.0,Male,95.5,2.0,209.0,144.0,78.0,0.69,436.0,Soccer,16.6,2.7,3.0,Intermediate,23.9
38.0,Female,63.2,1.68,187.0,140.0,65.0,1.16,691.0,Rowing,2313.0,2.3,4.0,Asvznced,22.5
38.0,Female,88.1,1.65,180.0,108.0,56.0,0.97,392.0,Pilates,,2.8,4.0,Advanced,32.3
37.0,Male,95.8,1.81,187.0,142.0,77.0,0.7,652.0,HIIT,22.7,2.8,3.0,Intermediate,29.1
61.0,Female,58.2,1.77,,131.0,64.0,0.77,428.0,Running,22.9,2.3,4.0,Intermediate,18.5
26.0,Female,72.2,1.56,184.0,147.0,69.0,7.5,375.0,CrossFit,32.2,2.0,4.0,Intermediate,29.6
32.0,Male,83.1,1.81,180.0,137.0,77.0,0.56,372.0,aoxing,24.5,,5.0,Beginner,484.5
57.0,Female,49.4,1.6,162.0,109.0,66.0,0.81,262.0,Basketball,20.4,2.0,4.0,Advanced,19.4
31.0,Female,80.1,1.62,185.0,144.0,72.0,1.04,839.0,Swimming,39.7,2.4,4.0,Intermedhite,30.6
18.0,Male,91.7,1.77,209.0,152.0,62.0,0.74,513.0,Basketball,22.0,2.6,6.0,Intermediate,29.2
39.0,Male,71.5,1.86,186.0,129.0,69.0,0.63,321.0,Basketball,17.5,2.1,4.0,Intermediate,20.8
19.0,Female,63.8,1.67,199.0,162.0,71.0,0.61,396.0,Swimming,27.1,,2.0,Beginner,22.8
22.0,Male,84.9,1.79,202.0,154.0,62.0,0.87,749.0,Swimming,20.6,36.4,5.0,Intermediate,26.5
43.0,Male,54.3,1.63,168.0,114.0,75.0,0.58,200.0,Walking,17.0,2.0,2.0,Beginner,20.5
18.0,Female,71.4,1.61,200.0,160.0,69.0,0.71,444.0,Cycling,31.4,2.5,3.0,Beginner,27.4
28.0,,54.2,1.55,189.0,134.0,71.0,0.75,307.0,Tennis,,2.1,6.0,Intermediate,22.5
